id,query,search_id,source,description,alt,image_url
68,불고기,180758472,wikimedia,French fries with bulgogi and caramelized kimchi,French fries with bulgogi and caramelized kimchi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/French_fries_with_bulgogi_and_caramelized_kimchi.jpg/330px-French_fries_with_bulgogi_and_caramelized_kimchi.jpg
69,불고기,180758472,wikimedia,"Korean Grilled Beef,
Kachi Korean Restaurant, Hayward",Korean barbeque-Bulgogi-14.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Korean_barbeque-Bulgogi-14.jpg/330px-Korean_barbeque-Bulgogi-14.jpg
70,불고기,180758472,wikimedia,Bulgogi-memil-myeon (bulgogi buckwheat noodles),Bulgogi-memil-myeon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bulgogi-memil-myeon.jpg/250px-Bulgogi-memil-myeon.jpg
71,불고기,180758472,wikimedia,"Bulgogi at a restaurant in Jeju Island, South Korea.",Korean barbecue-Jeju Island-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Korean_barbecue-Jeju_Island-Bulgogi-01.jpg/330px-Korean_barbecue-Jeju_Island-Bulgogi-01.jpg
72,불고기,180758472,wikimedia,Korean-style beef bulgogi bought from a grocery store and eaten at home as a convenience meal.,Bulgogi as a convenience meal.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Bulgogi_as_a_convenience_meal.jpg/250px-Bulgogi_as_a_convenience_meal.jpg
73,불고기,180758472,wikimedia,"Bulgogi, soju (alcoholic drink) and Nakji bokkeum",Korean cuisine-Bulgogi-Nakji bokkeum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Korean_cuisine-Bulgogi-Nakji_bokkeum.jpg/330px-Korean_cuisine-Bulgogi-Nakji_bokkeum.jpg
74,불고기,180758472,wikimedia,bulgogi and caramelized kimchi on a pita with cucumber kimchi,Bulgogi and caramelized kimchi on a pita with cucumber kimchi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Bulgogi_and_caramelized_kimchi_on_a_pita_with_cucumber_kimchi.jpg/330px-Bulgogi_and_caramelized_kimchi_on_a_pita_with_cucumber_kimchi.jpg
75,불고기,180758472,wikimedia,"Foggy Bottom, Washington, DC",Bulgogi with onions and egg over rice in a plastic takeout container.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Bulgogi_with_onions_and_egg_over_rice_in_a_plastic_takeout_container.jpg/250px-Bulgogi_with_onions_and_egg_over_rice_in_a_plastic_takeout_container.jpg
76,불고기,180758472,wikimedia,Bulgogi,Bulgogi textures.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Bulgogi_textures.jpg/250px-Bulgogi_textures.jpg
77,불고기,180758472,wikimedia,Jeyukbokkeum Bulgogi,Bulgogi Jeyukbokkeum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bulgogi_Jeyukbokkeum.jpg/250px-Bulgogi_Jeyukbokkeum.jpg
78,불고기,180758472,wikimedia,"ttukbaegi bulgogi, bulgogi in earthen pot",Ttukbaegi bulgogi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ttukbaegi_bulgogi.jpg/250px-Ttukbaegi_bulgogi.jpg
79,불고기,180758472,wikimedia,Bulgogi sandwich,Bulgogi sandwich.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bulgogi_sandwich.jpg/330px-Bulgogi_sandwich.jpg
80,불고기,180758472,wikimedia,Dallae-bulgogi,Dallae-bulgogi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Dallae-bulgogi.jpg/120px-Dallae-bulgogi.jpg
81,불고기,180758472,wikimedia,Bulgogi tacos,Bulgogi tacos.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Bulgogi_tacos.jpg/330px-Bulgogi_tacos.jpg
82,불고기,180758472,wikimedia,"Bulgogi, comida coreana",Bulgogi.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Bulgogi.JPG/250px-Bulgogi.JPG
83,불고기,180758472,wikimedia,Bulgogi pizza,Bulgogi pizza 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Bulgogi_pizza_1.jpg/250px-Bulgogi_pizza_1.jpg
84,불고기,180758472,wikimedia,Eonyang-style bassak-bulgogi,Bassak-bulgogi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Bassak-bulgogi.jpg/330px-Bassak-bulgogi.jpg
85,불고기,180758472,wikimedia,Bulgogi burger,Bulgogi burger 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Bulgogi_burger_2.jpg/330px-Bulgogi_burger_2.jpg
86,불고기,180758472,wikimedia,Bulgogi pizza,Bulgogi pizza 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Bulgogi_pizza_2.jpg/250px-Bulgogi_pizza_2.jpg
87,불고기,180758472,wikimedia,Bulgogi pizza,Bulgogi pizza 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Bulgogi_pizza_3.jpg/250px-Bulgogi_pizza_3.jpg
88,불고기,180758472,wikimedia,Bulgogi burger,Bulgogi burger 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bulgogi_burger_1.jpg/330px-Bulgogi_burger_1.jpg
89,불고기,180758472,wikimedia,Bulgogi tacos,Bulgogi tacos 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Bulgogi_tacos_1.jpg/250px-Bulgogi_tacos_1.jpg
90,불고기,180758472,wikimedia,"Korean food: jeon , gunmandu (dumpling), bulgogi (marinated meat) from left to right in the picture.",Korean food-Jeon-Gunmandu-Bulgogi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Korean_food-Jeon-Gunmandu-Bulgogi.jpg/250px-Korean_food-Jeon-Gunmandu-Bulgogi.jpg
91,불고기,180758472,wikimedia,"wow, unexpectedly, tempeh is really delicious when cooked with bulgogi sauce, carrots, and black pepper paprika. does this look delicious to you too?",TEMPE PAPRIKA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/TEMPE_PAPRIKA.jpg/120px-TEMPE_PAPRIKA.jpg
92,불고기,180758472,wikimedia,대구광역시 10미 복어불고기,6미-복어불고기.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/6%EB%AF%B8-%EB%B3%B5%EC%96%B4%EB%B6%88%EA%B3%A0%EA%B8%B0.jpg/250px-6%EB%AF%B8-%EB%B3%B5%EC%96%B4%EB%B6%88%EA%B3%A0%EA%B8%B0.jpg
93,불고기,180758472,wikimedia,(설명 없음),Beef bulgogi 불고기 Fresh International Buffet Solaire Resort North2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Beef_bulgogi_%EB%B6%88%EA%B3%A0%EA%B8%B0_Fresh_International_Buffet_Solaire_Resort_North2.jpg/250px-Beef_bulgogi_%EB%B6%88%EA%B3%A0%EA%B8%B0_Fresh_International_Buffet_Solaire_Resort_North2.jpg
94,불고기,180758472,wikimedia,"Still good. Tender, but not over-tenderised, but maybe lacking in the smokey grilled flavour. ---
Another renovation to embiggen the kitchen, empower the extractor fans and spruce up the dining area. ",Beef Bulgogi Set - Let's Bap AUD9 (4359189190).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Beef_Bulgogi_Set_-_Let%27s_Bap_AUD9_%284359189190%29.jpg/330px-Beef_Bulgogi_Set_-_Let%27s_Bap_AUD9_%284359189190%29.jpg
95,불고기,180758472,wikimedia,"Bulgogi pancake (불고기 팬케이크) in a pizza box. H Mart, Federal Way, Washington",20250323 153455 Bulgogi pancake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/20250323_153455_Bulgogi_pancake.jpg/250px-20250323_153455_Bulgogi_pancake.jpg
96,불고기,180758472,wikimedia,Bulgogi-nakji-jeongol (beef and octopus hot pot),Bulgogi-nakji-jeongol.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Bulgogi-nakji-jeongol.jpg/330px-Bulgogi-nakji-jeongol.jpg
97,불고기,180758472,wikimedia,Bulgogi-jeongol (bulgogi hot pot),Bulgogi-jeongol.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bulgogi-jeongol.jpg/250px-Bulgogi-jeongol.jpg
98,불고기,180758472,wikimedia,한일관 캐주얼 브랜드 WalkThru의 불고기1939 반상,Hanilkwan bulgogi1939 walkthru.png,https://upload.wikimedia.org/wikipedia/commons/3/3b/Hanilkwan_bulgogi1939_walkthru.png
99,불고기,180758472,wikimedia,Kongnamul-bulgogi (soybean sprout bulgogi),Kongnamul-bulgogi 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Kongnamul-bulgogi_1.jpg/250px-Kongnamul-bulgogi_1.jpg
1,송편,704539124,encykorea,"멥쌀가루를 익반죽하여 소를 넣고 모양을 만들어 찐 떡. 송편이 언제부터 전해졌는지는 확실하지 않으나, ≪제민요술 齊民要術≫에 보이는 종(粽)과 열(䊦)은 송편인 것으로 추정된다.",송편,https://devin.aks.ac.kr/image/6d923322-c7cb-452c-8917-ef84f04710b5?preset=page
2,송편,704539124,folkency,"멥쌀가루를 익반죽하고 풋콩, 깨, 밤 같은 소를 넣어 반달 모양으로 빚어서 시루에 솔잎을 켜켜로 놓고 찐 떡. 송병(松餠) 또는 송엽병(松葉餠)이라고도 부르며 모든 지방에서 만드는 떡으로, 추석 때 햇곡식으로 빚는 명절떡이기도 하다. 특히 추석 때 먹는 송편은 올벼를 수확한 쌀로 빚어 오려송편이라 하며, 햇곡식으로 만든 음식으로 조상께 감사하는 뜻으로 조상",,https://folkency.nfm.go.kr/api/file/images/16213?type=t
3,송편,704539124,wikimedia,"songpyeon, crescent moon rice cakes. Songpyeon is a special Chuseok eatery filled with a paste of chestnut, jujube, sesame seeds and red beans.",KOCIS songpyeon (4994899563).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/KOCIS_songpyeon_%284994899563%29.jpg/250px-KOCIS_songpyeon_%284994899563%29.jpg
4,송편,704539124,wikimedia,Songpyeon,Songpyeon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Songpyeon.jpg/250px-Songpyeon.jpg
5,송편,704539124,wikimedia,Songpyeon 송편,Songpyeon 송편 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Songpyeon_%EC%86%A1%ED%8E%B8_01.jpg/330px-Songpyeon_%EC%86%A1%ED%8E%B8_01.jpg
6,송편,704539124,wikimedia,Songpyeon 송편,Songpyeon 송편 00.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Songpyeon_%EC%86%A1%ED%8E%B8_00.jpg/330px-Songpyeon_%EC%86%A1%ED%8E%B8_00.jpg
7,송편,704539124,wikimedia,Songpyeon,Songpyeon 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Songpyeon_2.jpg/250px-Songpyeon_2.jpg
8,송편,704539124,wikimedia,Songpyeon,Songpyeon 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Songpyeon_4.jpg/330px-Songpyeon_4.jpg
9,송편,704539124,wikimedia,"tteok, Korean rice cake",KOCIS Han-style exhibition 2011 (5753820716).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/KOCIS_Han-style_exhibition_2011_%285753820716%29.jpg/330px-KOCIS_Han-style_exhibition_2011_%285753820716%29.jpg
10,송편,704539124,wikimedia,"Songpyeon, a variety of tteok, Korean rice cake. It is usually eaten for Chuseok, mid-autumn festival",Korean rice cake-Songpyeon-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Korean_rice_cake-Songpyeon-02.jpg/250px-Korean_rice_cake-Songpyeon-02.jpg
11,송편,704539124,wikimedia,"Songpyeon, Korean rice cake for Chuseok, mid-term festival",Korean rice cake-Songpyeon-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Korean_rice_cake-Songpyeon-01.jpg/250px-Korean_rice_cake-Songpyeon-01.jpg
12,송편,704539124,wikimedia,Songpyeon,Songpyeon 5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Songpyeon_5.jpg/330px-Songpyeon_5.jpg
13,송편,704539124,wikimedia,"songpyeon, crescent moon rice cakes. Songpyeon is a special Chuseok eatery filled with a paste of chestnut, jujube, sesame seeds and red beans.",KOCIS songpyeon (4995507732).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/KOCIS_songpyeon_%284995507732%29.jpg/250px-KOCIS_songpyeon_%284995507732%29.jpg
14,송편,704539124,wikimedia,Songpyeon,Songpyeon 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Songpyeon_3.jpg/330px-Songpyeon_3.jpg
15,송편,704539124,wikimedia,"Chuseok Songpyeon
Jilsiru
September 3, 2014
Jongno-gu, Seoul
Ministry of Culture, Sports and Tourism Korean Culture and Information Service Korea.net (www.korea.net) Official Photographer : Jeon Han
T",Korea Chuseok Songpyeon 04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Korea_Chuseok_Songpyeon_04.jpg/330px-Korea_Chuseok_Songpyeon_04.jpg
16,송편,704539124,wikimedia,"Chuseok Songpyeon
Jilsiru
September 3, 2014
Jongno-gu, Seoul
Ministry of Culture, Sports and Tourism Korean Culture and Information Service Korea.net (www.korea.net) Official Photographer : Jeon Han
T",Korea Chuseok Songpyeon 03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Korea_Chuseok_Songpyeon_03.jpg/330px-Korea_Chuseok_Songpyeon_03.jpg
17,송편,704539124,wikimedia,"Chuseok Songpyeon
Jilsiru
September 3, 2014
Jongno-gu, Seoul
Ministry of Culture, Sports and Tourism Korean Culture and Information Service Korea.net (www.korea.net) Official Photographer : Jeon Han
T",Korea Chuseok Songpyeon 02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Korea_Chuseok_Songpyeon_02.jpg/330px-Korea_Chuseok_Songpyeon_02.jpg
18,송편,704539124,wikimedia,"songpyeon, crescent moon rice cakes. Songpyeon is a special Chuseok eatery filled with a paste of chestnut, jujube, sesame seeds and red beans.",KOCIS songpyeon (4994899617).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/KOCIS_songpyeon_%284994899617%29.jpg/250px-KOCIS_songpyeon_%284994899617%29.jpg
19,송편,704539124,wikimedia,"Chuseok Songpyeon
Jilsiru
September 3, 2014
Jongno-gu, Seoul
Ministry of Culture, Sports and Tourism Korean Culture and Information Service Korea.net (www.korea.net) Official Photographer : Jeon Han
T",Korea Chuseok Songpyeon 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Korea_Chuseok_Songpyeon_01.jpg/250px-Korea_Chuseok_Songpyeon_01.jpg
20,송편,704539124,wikimedia,"Songpyeon, a variety of tteok, Korean rice cake",Korean food-Songpyeon-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Korean_food-Songpyeon-01.jpg/250px-Korean_food-Songpyeon-01.jpg
21,송편,704539124,wikimedia,"Chuseok Songpyeon

September 12, 2018

Institute of Traditional Korean Food, Jongno-gu, Seoul

Ministry of Culture, Sports and Tourism
Korean Culture and Information Service
Korea.net (www.korea.net)
",Chuseok Songpyeon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Chuseok_Songpyeon.jpg/330px-Chuseok_Songpyeon.jpg
22,송편,704539124,wikimedia,Making nokdu-songpyeon (mung bean songpyeon),Making nokdu-songpyeon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Making_nokdu-songpyeon.jpg/250px-Making_nokdu-songpyeon.jpg
23,송편,704539124,wikimedia,"(from left to right) Jo Ann Golden, Debbie Morgan and Roberta Ferrell, read an itinerary on what to expect before making Song Pyun, a type of rice cake Koreans enjoy during the Chuseok holiday, After ",US Army 53523 Army spouses make Song Pyun rice cake for Koreans.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/US_Army_53523_Army_spouses_make_Song_Pyun_rice_cake_for_Koreans.jpg/330px-US_Army_53523_Army_spouses_make_Song_Pyun_rice_cake_for_Koreans.jpg
24,송편,704539124,wikimedia,"Kkultteok (honey rice cake), Market outside of Osan, Korea",Korean.dessert-Tteok-Songpyeon-Kkultteok.01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Korean.dessert-Tteok-Songpyeon-Kkultteok.01.jpg/330px-Korean.dessert-Tteok-Songpyeon-Kkultteok.01.jpg
25,송편,704539124,wikimedia,"<a href=""http://www.facebook.com/usaghumphreys"" rel=""nofollow"">Click here to learn more about Camp Humphreys</a>
- U.S. Army photos by Kim, Sung Eun","Songpyeon Making for Chuseok Holiday - U.S. Army Garrison Humphreys, South Korea - 10 September 2016 (29513720722).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Songpyeon_Making_for_Chuseok_Holiday_-_U.S._Army_Garrison_Humphreys%2C_South_Korea_-_10_September_2016_%2829513720722%29.jpg/330px-Songpyeon_Making_for_Chuseok_Holiday_-_U.S._Army_Garrison_Humphreys%2C_South_Korea_-_10_September_2016_%2829513720722%29.jpg
26,송편,704539124,wikimedia,A summer visit to the botanic gardens in Singapore,Singapore Botanic Gardens.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Singapore_Botanic_Gardens.jpg/250px-Singapore_Botanic_Gardens.jpg
1,순대,4233956902,encykorea,순대의 기원은 동물의 피와 내장을 이용한 음식에서 찾을 수 있다.,순대,https://devin.aks.ac.kr/image/41b7d0f1-0a9d-4bbb-b2e0-69b78fc88757?preset=page
2,순대,4233956902,folkency,"돼지 창자에 선지, 고기, 찹쌀, 당면, 두부, 숙주, 양파 등을 넣고 양끝을 묶은 다음 끓는 물에 삶거나 찐 음식.",,https://folkency.nfm.go.kr/api/file/images/75190?type=t
3,순대,4233956902,wikimedia,"순대, sundae, スンデ",Korean.food-Sundae-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Korean.food-Sundae-01.jpg/250px-Korean.food-Sundae-01.jpg
4,순대,4233956902,wikimedia,"CNY36 for this Yanbian-style blood sausage. The word ""순대"" is actually rendered as ""sundae"", but sometimes anglicized as ""soondae"" to avoid confusion.","Soondae at Chilpal Naengmyeon, Xiyue Paradise Walk (20210924135156).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Soondae_at_Chilpal_Naengmyeon%2C_Xiyue_Paradise_Walk_%2820210924135156%29.jpg/330px-Soondae_at_Chilpal_Naengmyeon%2C_Xiyue_Paradise_Walk_%2820210924135156%29.jpg
5,순대,4233956902,wikimedia,Sundae,Sundae 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sundae_3.jpg/250px-Sundae_3.jpg
6,순대,4233956902,wikimedia,Sundae (blood sausage),Sundae 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Sundae_4.jpg/330px-Sundae_4.jpg
7,순대,4233956902,wikimedia,Sundae (Korean sausage),Sundae 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Sundae_1.jpg/250px-Sundae_1.jpg
8,순대,4233956902,wikimedia,Sundae (Korean sausage) and gan (pork liver),Sundae gan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Sundae_gan.jpg/250px-Sundae_gan.jpg
9,순대,4233956902,wikimedia,"<a target=""blank"" href=""http://local.google.co.jp/maps?q=多福&ll=34.968328,138.382436&spn=0.018108,0.029680&near=静岡&cid=34917013,138324416,15926879807730146142&num=1&start=0&hl=ja"">韓国料理店”多福”</a>に行ってきました",Korean food-Sundae-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Korean_food-Sundae-01.jpg/250px-Korean_food-Sundae-01.jpg
10,순대,4233956902,wikimedia,Blood sausage @ CKR,Korean blood sausage-Sundae-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Korean_blood_sausage-Sundae-01.jpg/250px-Korean_blood_sausage-Sundae-01.jpg
11,순대,4233956902,wikimedia,"Sundae (Korean sausage). gan (liver), and heopa (lung)",Sundae gan heopa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Sundae_gan_heopa.jpg/250px-Sundae_gan_heopa.jpg
12,순대,4233956902,wikimedia,Pi-sundae (blood sausage),Pi-sundae 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Pi-sundae_2.jpg/250px-Pi-sundae_2.jpg
13,순대,4233956902,wikimedia,"Sundae (Korean sausage), pyeonyuk (pressed boiled pork), and meori-gogi-suyuk (boiled head meat)",Sundae pyeonyuk meori-gogi-suyuk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Sundae_pyeonyuk_meori-gogi-suyuk.jpg/250px-Sundae_pyeonyuk_meori-gogi-suyuk.jpg
14,순대,4233956902,wikimedia,"Sundae, kind of blood sausage",Korean snack-Sundae-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Korean_snack-Sundae-01.jpg/250px-Korean_snack-Sundae-01.jpg
15,순대,4233956902,wikimedia,Sundae (sausage),2020-04-09 14.48.18 엄청난떡볶이 순대.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/2020-04-09_14.48.18_%EC%97%84%EC%B2%AD%EB%82%9C%EB%96%A1%EB%B3%B6%EC%9D%B4_%EC%88%9C%EB%8C%80.jpg/250px-2020-04-09_14.48.18_%EC%97%84%EC%B2%AD%EB%82%9C%EB%96%A1%EB%B3%B6%EC%9D%B4_%EC%88%9C%EB%8C%80.jpg
16,순대,4233956902,wikimedia,"Sundae, or Korean blood sausage",Sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Sundae.jpg/330px-Sundae.jpg
17,순대,4233956902,wikimedia,Steaming sundae (blood sausage),Steaming sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Steaming_sundae.jpg/330px-Steaming_sundae.jpg
18,순대,4233956902,wikimedia,"A & W Sundae, in Binus A & W, Jakarta.",Sundae AW.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Sundae_AW.JPG/250px-Sundae_AW.JPG
19,순대,4233956902,wikimedia,Dwaeji-gogi-suyuk (steamed pork) and sundae (blood sausage),Pork suyuk and sundae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Pork_suyuk_and_sundae.jpg/330px-Pork_suyuk_and_sundae.jpg
20,순대,4233956902,wikimedia,i Sundae Milk in una foto del 2007,Sundae milk1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Sundae_milk1.jpg/120px-Sundae_milk1.jpg
21,순대,4233956902,wikimedia,Sundae ingredients. The visual was created on the basis of free images.,Sundae ingredients.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Sundae_ingredients.png/250px-Sundae_ingredients.png
22,순대,4233956902,wikimedia,抹茶栗子紅豆聖代,Sundae (5475963777).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Sundae_%285475963777%29.jpg/330px-Sundae_%285475963777%29.jpg
23,순대,4233956902,wikimedia,"Strawberry Sundae - lemon, vanilla and strawberry Icecream, strawberry syrup and fresh strawberries, all in an Icecream shop in Munich, Germany",Strawberry Sundae 02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Strawberry_Sundae_02.jpg/330px-Strawberry_Sundae_02.jpg
24,순대,4233956902,wikimedia,Sundae au chocolat et chantilly,Sundae au chocolat et chantilly.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Sundae_au_chocolat_et_chantilly.jpg/250px-Sundae_au_chocolat_et_chantilly.jpg
25,순대,4233956902,wikimedia,"Ghirardelli ""A Very Berry Sundae""","Ghirardelli ""A Very Berry Sundae"" (8010244694).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ghirardelli_%22A_Very_Berry_Sundae%22_%288010244694%29.jpg/120px-Ghirardelli_%22A_Very_Berry_Sundae%22_%288010244694%29.jpg
26,순대,4233956902,wikimedia,Sundae-gui (grilled Korean sausage),Sundae-gui 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Sundae-gui_2.jpg/250px-Sundae-gui_2.jpg
27,순대,4233956902,wikimedia,Chocolate Sundae,Chocolate Sundae (5076304491).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Chocolate_Sundae_%285076304491%29.jpg/120px-Chocolate_Sundae_%285076304491%29.jpg
28,순대,4233956902,wikimedia,"Strawberry Sundae - lemon, vanilla and strawberry Icecream, strawberry syrup and fresh strawberries, all in an Icecream shop in Munich, Germany",Strawberry Sundae 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Strawberry_Sundae_01.jpg/330px-Strawberry_Sundae_01.jpg
29,순대,4233956902,wikimedia,Engineers playing at the Summer Sundae festival 2005,Engineers in performance (Summer Sundae 2005).jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Engineers_in_performance_%28Summer_Sundae_2005%29.jpg
30,순대,4233956902,wikimedia,Sundae-gui (grilled Korean sausage),Sundae-gui 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Sundae-gui_1.jpg/250px-Sundae-gui_1.jpg
31,순대,4233956902,wikimedia,"Rose, Chocolate Sundae, バラ, チョコレート サンデー, Climbing rose つるバラ France フランス Meilland
2009","Rose, Chocolate Sundae, バラ, チョコレート サンデー, (23398707213).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Rose%2C_Chocolate_Sundae%2C_%E3%83%90%E3%83%A9%2C_%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88_%E3%82%B5%E3%83%B3%E3%83%87%E3%83%BC%2C_%2823398707213%29.jpg/250px-Rose%2C_Chocolate_Sundae%2C_%E3%83%90%E3%83%A9%2C_%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88_%E3%82%B5%E3%83%B3%E3%83%87%E3%83%BC%2C_%2823398707213%29.jpg
32,순대,4233956902,wikimedia,"Dandy Don, owner of Dandy Don's HomeMade Ice Cream, caters make-your-own-sundae bars in southern California",Dandy Don in his make-your-own sundae bar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Dandy_Don_in_his_make-your-own_sundae_bar.jpg/250px-Dandy_Don_in_his_make-your-own_sundae_bar.jpg
33,순대,4233956902,wikimedia,"Cookie dough ice cream, california strawberries, chantilly cream, and chocolate sauce. From Ad Hoc in Yountville, CA.",Ice Cream Sundae (5083018504).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ice_Cream_Sundae_%285083018504%29.jpg/250px-Ice_Cream_Sundae_%285083018504%29.jpg
34,순대,4233956902,wikimedia,Caramel Sundae,Ice Cream Sundae 1 2013-03-28.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ice_Cream_Sundae_1_2013-03-28.jpg/120px-Ice_Cream_Sundae_1_2013-03-28.jpg
35,순대,4233956902,wikimedia,"From Ad Hoc in Yountville, CA.",Ice Cream Sundae (5684463407).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Ice_Cream_Sundae_%285684463407%29.jpg/330px-Ice_Cream_Sundae_%285684463407%29.jpg
